Product Name;Price
Sopa Maggi Crema Marinera 70 G;$ 3.300
Crema De Ajiaco La Sopera Rinde 3 Porciones 41.5 G;$ 1.700
Crema Maggi Pollo Con Champiñones 75 G;$ 3.650
Crema Maggi Champiñones 72 G;$ 3.600
Crema Maggi Tomate 76 G;$ 3.650
Crema Yia Life Quinua 42 G;$ 2.160
Sopa Instantánea Ajinomen Gallina Con Fideo 80 G;$ 2.900
Sopa Instantánea Cup Noodles Sabor Verdura 65 G;$ 6.900
Sancocho Instantánea Maggi Rinde 6 Porciones 90 G;$ 2.500
Sopa Instantánea Maggi De Gallina Con Arroz 65 G;$ 2.150
Sopa Instantánea Maggi De Costilla Con Fideo 65 G;$ 2.100
Caldo Maggi Verdura Doble Gusto 120 G;$ 5.700
Caldo Maggi Costilla Con Especias Demenuzado 90 G + 2 Sobres Gratis;$ 5.000
Sopa Instantánea Maggi De Gallina Con Arroz 65 G;$ 2.150
Sopa Instantánea Maggi De Costilla Con Fideo 65 G;$ 2.100
Caldo Maggi Verdura Doble Gusto 120 G;$ 5.700
Caldo Maggi Costilla Con Especias Demenuzado 90 G + 2 Sobres Gratis;$ 5.000
Caldo Gallina Maggi Tarro 528 G X48 Unds;$ 21.600
Sopa Instantánea Ajinomen Fideo Pollo Verdura 80 G;$ 2.900
Ramen Instantánea Maruchan Sopa Sabor Camarón 85 G;$ 2.750
Sopa Instantánea Ajinomen Fideo Gallina Criolla 80 G;$ 2.900
Sopa Instantánea Maggi Ajiaco 90 G;$ 2.500
Sopa Instantánea Ajinomen Fideo Carne 80 G;$ 2.900
Sopa Instantánea Maggi Mi Sopa Gallina Y Fideo 65 G;$ 1.990
Caldo Gallina Rico 132 G X12 Unds;$ 4.990
Sopa Instantánea Maruchan Pollo 85 G;$ 2.750
Caldo Gallina Maggi 264 G X24 Unds;$ 11.450
Sopa Instantánea Ajinomen Fideo Costilla De Res 80 G;$ 2.900
Caldo Ricostilla Desmenuzado 108 G 12X10 Unds Oferta;$ 4.800
Caldo Gallina Maggi 88 G X8 Unds;$ 3.990
Caldo Gallina Maggi Desmenuzado 108 G + Gratis X2 Sobres;$ 5.500
Sopa Instantánea Ajinomen Fideo Pollo 80 G;$ 2.900
Caldo Olimpica Gallina 92 G X8 Unds;$ 1.600
Caldo Gallina Maggi 132 G X12 Unds;$ 4.990
Caldo Gallina Olimpica 138 G;$ 2.000
Atún Tunalia Lomo En Aceite De Oliva 160 G;$ 8.550
Atún Van Camps Ventresca 120 G;$ 14.000
Atún Alamar Ensalada Primavera 160 G;$ 7.400
Atún Alamar Trocitos En Aceite 140 G;$ 7.700
Atún Claro Dani En Aceite Oliva 106 G;$ 6.990
Atún Van Camps Finas Hierbas En Aceite De Oliva 80 G X3 Unds;$ 17.850
Atún Van Camps Con Vegetales 150 G X2 Unds;$ 18.300
Atún Medalla De Oro Rallado En Aceite 170 G;$ 3.990
Atún Van Camps Aceite De Oliva 160 G;$ 9.800
Atún Van Camps Aceite 80 G X3 Unds;$ 15.900
Atún Van Camps Baby En Agua 80 G X3 Unds;$ 14.950
Atún Medalla Oro Rallado Agua 170 G;$ 3.990
Atún Van Camps Aceite De Oliva 80 G X3 Unds;$ 13.990
Atún Van Camps Aceite 160 G X4 Oferta;$ 27.200
Atún Van Camps Lomo En Agua 160 G C/U X4 Unds;$ 27.200
Atún Van Camps Lomo En Aceite 160 G;$ 7.000
Atún Van Camps Lomo En Agua 160 G;$ 7.000
Jamoneta Zenú Grande 370 G;$ 13.400
Salchicha Zenú Viena Brost 150 G X3 Unds;$ 15.100
Pollo Zenú Con Aderezo Mayonesa 160 G;$ 12.100
Salchicha Zenú Viena 150 G;$ 4.300
Pollo Zenú Con Champiñones Al Vino 160 G;$ 13.100
Carne Zenú Diablo 80 G;$ 7.800
Salchicha Zenú Viena 150 G X3 Unds Precio Especial;$ 11.900
Endulzante Incauca Zero Calorías 80 G X40 Unds;$ 8.360
Endulzante Splenda 100 G;$ 24.400
Endulzante Incauca Zero Calorías Doypack 225 G;$ 12.040
Endulzante Incauca Zero Calorías 160 G X80 Unds;$ 13.640
Endulzante Splenda 200 G X200 Unds;$ 35.880
Endulzante Splenda 50 G X50 Unds;$ 13.000
Endulzante Incauca Zero Calorías Doypack 454 G;$ 20.760
Nachote Azteca Jalapeño No Picante 180 G;$ 7.500
Nacho Azteca Mega Cheese - BBQ Mix 180 G;$ 7.500
Súper Nachos Krospy Sabor Natural 180 G;$ 6.350
Concha Azteca Para Taco 145 G;$ 18.350
Tostadas Mexicanas Azteca 145 G X10 Unds;$ 18.900
Kit Best Choice Sushi 893.7 G;$ 38.700
Arequipe Colanta 1 Kg;$ 24.650
Arequipe Colanta 250 G;$ 6.600
Arequipe Alpina 500 G;$ 14.100
Arequipe Alpina 220 G;$ 7.700
Arequipe Kónfyt Sin Azúcar 280 G;$ 14.680
Jalea De Guayaba Del Valle Con Crema De Caramelo 210 G;$ 10.650
Dulce De Guayaba Doña Guayaba Lonjas 500 G;$ 6.900
Dulce De Guayaba Doña Guayaba Cubierta De Azúcar 277 G X20 Unds;$ 5.350
Dulce De Guayaba Doña Guayaba 840 G X24 Unds;$ 14.700
Dulce De Guayaba Doña Guayaba Lonja 300 G;$ 4.800
Dulce De Guayaba Don Jose 414 G X18 Unds;$ 9.350
Bocadillo De Guayaba Del Valle Sin Azúcar 240 G;$ 14.990
Dulce De Guayaba Don José Rollito Relleno 280 G X12 Unds;$ 10.050
Dulce De Guayaba Don Jose 350 G X15 Unds;$ 7.700
Dulce De Guayaba Doña Guayaba 500 G X12 Unds;$ 8.600
Dulce De Guayaba Kónfyt Sin Azúcar 220 G;$ 11.080
Dulce De Guayaba Olimpica Lonjas 250 G;$ 3.037
Galleta Olimpica Galletín Con Guayaba 130 G X10 Unds;$ 4.425
Dulce De Guayaba Olimpica Lonjas Combinada 500 G;$ 4.837
Bocadillo De Guayaba Olimpica En Trocitos 270 G X8 Unds;$ 3.225
Dulce De Guayaba Olimpica Light 220 G X12 Unds;$ 8.100
Dulce De Guayaba Olimpica Lonjas 450 G;$ 4.162
Bocadillos Olimpica De Guayaba 350 G X12 Unds;$ 4.350
Lychee Best Choice Lichi En Almíbar 565 G;$ 18.350
Brevas La Coruña En Almíbar 560 G;$ 12.850
Cereza La Coruña Marrasquino 250 G;$ 8.900
Cerezas La Coruña Marraschino 500 G;$ 14.200
Piñas La Coruña En Rodajas 565 G;$ 12.100
Cóctel De Frutas La Coruña 820 G;$ 17.450
Piñas La Coruña En Trocitos 565 G;$ 12.100
Brevas Olimpica En Almíbar 560 G;$ 12.450
Duraznos La Coruña En Mitades 820 G;$ 14.850
Miel De Abeja Flor Del Monte 480 G;$ 24.850
Miel De Abeja Bon Miel Artesanal Orgánica 375 G;$ 14.550
Miel Syrup Aunt Jemina Lite 355 Ml;$ 21.250
Miel De Abeja Olimpica 614 G;$ 17.150
Miel De Abeja Bon Miel Artesanal Orgánica 500 G;$ 18.350
Miel De Abeja La Abeja Dorada 520 G;$ 15.250
Miel De Abeja La Abeja Dorada 1000 G;$ 26.400
Miel De Abeja Medalla De Oro Syrup 520 G;$ 4.950
Miel Syrup Aunt Jemina Original 355 ML;$ 22.300
Miel De Abeja La Abeja Dorada 350 G;$ 12.300
Miel De Abeja Olimpica 350 G;$ 8.990
AZUC MANUELITA A/PUREZ STICK 200 TUB 1kg;$ 7.300
Azúcar Providencia Morena 1 Kg;$ 4.950
Azúcar Riopaila Light Tubipack 250 G;$ 3.460
Azúcar Riopaila Blanca 5 Kg;$ 23.600
Endulzante Manuelita Light 850 G + 175 G Gratis;$ 7.700
Azúcar Incauca Morena 5 Kg;$ 25.400
Azúcar Incauca Blanca 500 G;$ 2.570
Azúcar Providencia Blanca Sin Refinar 1 Kg;$ 4.950
Endulzante Manuelita Light 454 G;$ 4.100
Endulzante Incauca Light Blanca 850 G;$ 6.820
Azúcar Olimpica Light Blanca 850 G;$ 6.470
Azúcar Providencia Orgánica 454 G;$ 2.690
Azúcar Incauca Blanca 1 Kg;$ 5.080
Azúcar Providencia Blanca 2.5 Kg;$ 12.380
Azúcar Riopaila Blanca 500 G;$ 2.380
Azúcar Incauca Blanca Extrafina Tubipack 1 Kg X200 Unds;$ 7.270
AZUC MANUELITA ALT PUREZ DILUFACIL 1 Kg;$ 5.000
AZUC MANUELITA ALT PUREZ DILUFACIL 2 Kg;$ 9.900
AZUCAR MANUELITA POLIET 5 Kg;$ 24.890
Azúcar Riopaila Blanca 2.5 Kg;$ 12.200
Azúcar Providencia Orgánica 850 G;$ 5.300
Azúcar La Económica 1 Kg;$ 4.350
Azúcar Riopaila Suprema 1 Kg;$ 4.720
AZUCAR MAYAGUEZ BCA 1kg;$ 5.050
AZUCAR INCAUCA 2.5 Kg;$ 12.700
AZUCAR MANUELITA POLIET 500 G;$ 2.190
AZUCAR MANUELITA 1 Kg;$ 5.250
Azúcar Olimpica Refinada 1 Kg;$ 4.350
AZUCAR MANUELITA POLIET 2.5 Kg;$ 12.950
Azúcar La Económica 2.5 Kg;$ 10.500
Azúcar Olimpica Refinada 2.5 Kg;$ 11.480
Azúcar Mayagüez Blanca 2.5 Kg;$ 11.850
Endulzante Olimpica Light Morena 850 G;$ 6.470
Azúcar Riopaila Light Morena 454 G;$ 4.100
Azúcar Riopaila Morena 5 Kg;$ 23.600
Endulzante Incauca Light Morena 850 G;$ 6.820
Azúcar Riopaila Morena 500 G;$ 2.380
Azúcar Incauca Blanca 5 Kg;$ 25.400
Azúcar Incauca Morena Tubipack Papel 1 Kg;$ 7.270
Azúcar Providencia Morena Sin Refinar 2.5 Kg;$ 12.380
Azúcar Incauca Morena 1 Kg;$ 5.080
Azúcar Mayagüez Morena 1 Kg;$ 5.050
Azúcar Mayagüez Morena 2.5 Kg;$ 12.650
Azúcar Incauca Morena 2.5 Kg;$ 12.700
Azúcar Riopaila Morena 1 Kg;$ 4.720
Azúcar Olimpica Morena 1 Kg;$ 4.550
Azúcar Morena Olimpica 2.5 Kg;$ 11.500
AZUCAR MANUELITA MORENA 1 Kg;$ 5.250
AZUCAR MANUELITA MORENA 2.5 Kg;$ 12.950
Endulzante Manuelita Light Morena 850 G + 175 G Gratis;$ 7.800
Azúcar Riopaila Light 454 G;$ 3.950
Azúcar Riopaila Ligth 850 G;$ 6.200
Endulzante Manuelita Light Morena 454 G;$ 4.100
Endulzante Manuelita Light Morena 850 G;$ 7.700
Azúcar Manuelita Light 850 G;$ 7.700
Azúcar Riopaila Stickpack 975 G;$ 6.870
AZUCAR MANUELITA EN SOBRES.;$ 7.300
Panela Olimpica Cuadrada 150 G;$ 850
Panela Olimpica Pastilla 1.01 Kg;$ 6.250
Panela Olimpica Bicpack 900 G;$ 5.900
Panela Olimpica Cuadrada 1 Kg X8 Unds;$ 6.150
Panela Olimpica Cuadrada 450 G;$ 2.500
Panela Olimpica Cuadrada 450 G X2 Unds;$ 2.500
Panela Olimpica Redonda 500 G X4 Unds;$ 2.890
Panela Olimpica Cuadrada 980 G;$ 6.150
Panela Olimpica Cuadripanela 750 G X24 Unds;$ 5.100
Panela Olimpica Pastilla 750 G;$ 4.950
Panela Olimpica Pulverizada 500 G;$ 3.150
Panela Olimpica Pastilla 250 G;$ 1.650
Panela Olimpica 1 Kg;$ 6.150
Panela Olimpica Pastilla 500 G;$ 3.200
Panela Olimpica Pastilla 960 G X16 Unds;$ 6.100
Panela Olimpica Redonda 1 Kg X8 Unds;$ 5.850
Panela Olimpica Cuadrada 225 G;$ 1.150
GALLETA OLIMPICA SALAD X8 TACOS 708g;$ 7.990
Galleta Saltín Noel Rojo Taco 433 G X4 Unds;$ 4.890
GALLETA OLIMPICA SALAD X5 TACO 470g;$ 5.390
Galleta Saltín Noel Queso Mantequilla Taco 450 G X4 Unds;$ 8.200
Galleta Saltinas Original 530 G X5 Unds Oferta;$ 7.650
Galleta Saltinas Mantequilla 570 G Oferta;$ 7.395
Galleta Saltín Noel Rojo 216 G X9 Unds;$5.200
Galleta Saltín Noel Rojo Taco 706 G X8 Unds;$ 8.800
Galleta Saltín Noel Rojo Taco 300 G X3 Unds;$ 5.700
Galleta Saltín Noel Rojo Taco 500 G X5 Unds;$ 6.500
Galleta Ferreo Hanuta 22 G;$ 2.350
Galleta Wafer Bridge Fresa Doble Crema 151 G;$ 4.850
Galleta Wafer Colombina Max Vainilla 432 G X18 Unds;$ 8.450
Galleta Ferrero Hanuta 264 G X12 Unds;$ 26.250
Galleta Cocosette Sándwich 438 G X12 Unds;$ 10.100
Galleta Sándwich Colombina 100% Yogurt Griego & Acaí 138 G;$ 8.900
Galleta Colombina 100% Multicereal Frutos Rojos 216 G;$ 7.700
Galleta Wafer Colombina 100% Glutén Free Chocolate 156 G;$ 8.600
Galleta Wafer Bridge Chocolate Doble Crema 151 G;$ 4.850
Galleta Chips Ahoy Mini 50 G;$ 2.400
Galleta Tosh Wafer Multicereal Kiwi 162 G X6 Unds;$ 9.500
Galleta Wafer Italo Vainilla 24 Paquetes 240 G;$ 7.650
Galleta Colombina Avena/Granola 180 G;$ 9.000
Galleta Bridge Naranja Individual 30 G X8 Unds;$ 5.950
Galleta Wafer Bridge Vainilla 151 G;$ 4.850
Galleta Festival Recreo 432 G;$ 9.550
Galleta Cocosette Wafer Maxi 50 G;$ 1.500
Galletas Con Chips De Chocolate Chips Ahoy Mini 270 G;$ 8.990
Galleta Tosh Fusión Cereal 256 G X9 Unds;$ 6.750
Galleta Noel Sultana Taco 220 G;$ 6.300
Galleta Tosh Wafer Multicereal Coco 162 G X6 Unds;$ 9.500
Galleta Festival Chocolate 403 G;$ 9.350
Galleta Bridge Fresa Individual 30 G X8 Unds;$ 5.950
Galleta Tosh Mouse De Naranja 148.8 G;$ 8.300
Galleta Bridge Chocolate Individual 30 G X8 Unds;$ 5.950
Galleta Festival Vainilla/Fresa 403 G X12 Unds;$ 9.350
Galleta Festival Limón 403 G;$ 9.350
Galleta Noel Tipo Leche 321 G;$ 7.000
GALLETA OLIMPICA DORANAS TACO X3 306g;$ 4.750
Galleta Tosh Wafer Yogurt Fresa Y Acaí 162 G;$ 9.800
Galleta Bridge Vainilla Individual 30 G X8 Unds;$ 5.950
Galleta Tosh Yogurt Y Fresas 148.8 G X6 Unds;$ 8.450
Galleta Oreo Cookie & Cream 432 G;$ 12.700
Galleta Noel Sultana 440 G;$ 9.300
Galleta Oreo Chocolate 432 G;$ 12.700
Galleta Cocosette Wafer 50 G X8 Unds;$ 12.300
Galleta Festival Sabores Surtidos 50 G X12 Unds;$ 10.990
Galleta Tosh Tipo Sandwich Vainilla 144 G;$ 8.300
Galleta Gullón Fibra Diet Nature 170 G;$ 6.880
Galleta Gullón Doradas Al Horno Sin Azúcar 330 G;$ 11.800
Galleta Milo Anillos 390 G;$ 8.360
Galleta Festival Vainilla 403 G;$ 8.750
Galleta Tosh Light Chocolate 144 G;$ 8.700
Galleta Gullon Chip De Chocolate Diet Nature 125 G;$ 6.880
Galleta María Gullón Sin Azúcar 400 G;$ 11.960
Galleta Colombina Leche 216 G;$ 5.350
Galleta Gullón Sándwich Crema De Chocolate Sin Azúcar 250 G;$ 9.440
Galleta Wafer Noel Vainilla 432 G;$ 8.700
Galleta Oreo Original 432 G;$ 12.390
Colada De Soya Avena Plátano Toning 250 G;$ 5.550
Colada De Soya Avena Platano Toning 500 G;$ 9.100
Carve Noel 200 G;$ 5.800	
Harina De Trigo La Monjita 500 G;$ 2.300
Harina De Trigo Corona 500 G;$ 2.650
Harina Trigo Haz De Oros Polvo Para Hornear 1 Kg;$ 7.300
Harina De Trigo Lolita 500 G;$ 2.500
Harina De Trigo Olimpica 500 G;$ 1.990
Harina Haz De Oros Tradicional 500 G;$ 2.900
Crema De Leche Nestlé® Bolsa 90 G;$ 3.150
Crema De Leche Nestlé® Lata 295 G;$ 12.400
Crema De Leche Nestlé® Bolsa 186 G;$ 6.990
Crema De Leche Alquería 900 G;$ 21.900
Leche Condensada Colombina Doypack 400 G;$ 11.900
LECHE CONDEN MEDALL ORO LATA 395 G;$ 8.150
Leche Condensada La Lechera® Lata 395 G;$ 13.450
Leche Condensada La Lechera® Bolsa 320 G;$ 9.800
ECHE CONDEN O AZUC SEMIDESCREM 300 G;$ 5.950
Leche Condensada La Lechera® Bolsa 420 G;$ 11.400
Leche En Polvo Miramonte Entera 380 Gr;$ 10.600
Leche En Polvo Miramonte Entera 900 G;$ 23.600
LECHE POLV OLIMPICA DESCREM 380 G;$ 9.650
Leche En Polvo El Rodeo Con Hierro 750 G;$ 27.650
Leche En Polvo El Rodeo 375 G;$ 15.700
Leche En Polvo Klim Fortificada Instantánea 360 G;$ 18.550
Leche En Polvo El Rodeo 875 G;$ 35.050
Leche En Polvo Klim Fortificada 840 G;$ 42.200
Pasta Para Lasaña Monticello Nº510 Precocidas 400 G;$ 13.450
Pasta Barilla Collezione Lasagne 500 G;$ 26.550
Pasta Doria Lasaña Precocida 400 G;$ 9.990
Pasta Conzazoni Lasagna Precocida 400 G;$ 12.320
Pastas La Muñeca Lasaña 400 G;$ 7.880
Pasta Visciano 500 G;$ 8.700
Fideo De Frìjol Best Choice Bean Vermicelli 160 G;$ 10.550
Pasta De Arroz Best Choice Rice Paper 300 G;$ 23.250
Pasta Arroz Best Choice Tallarin 400 G;$ 14.050
Pasta Nº13 Barilla Bavette 500 G;$ 11.350
Pasta Arroz Best Choice 200 G;$ 7.950
Salsa Barilla Para Pasta Basilico 400 G;$ 13.350
Pasta Monticello Vermicelli 1 Kg;$ 12.530
Pasta Monticello Integral 500 G;$ 8.950
Pasta Barilla #5 500 G;$ 11.650
Salsa Barilla Para Pasta Napolitana 400 G;$ 15.650
Pasta Comarrico 250 G;$ 1.900
Pasta Comarrico 454 G;$ 2.590
Pasta Comarrico 1 Kg;$ 5.470
Pasta La Muñeca Spaguetti Para 4 Personas 250 G;$ 2.300
Pasta La Muñeca Spaguetti Para 8 Personas 500 G;$ 3.700
Pastas Conzazoni Spaguetti #12 1000 G;$ 10.080
Pasta Monticello 500 G;$ 8.200
Pastas Conzanzoni Vermichelli 1000 G;$ 10.080
Pastas Conzazoni Spaghetti #12 X 500 G;$ 6.265
Pasta Doria Clásica 250 G;$ 2.330
Pasta Doria 1 Kg;$ 6.190
Pastas La Muñeca Spaghetti Tamaño Familiar 1 Kg;$ 4.792
Pasta El Dorado Fusilli Quinua 250 G;$ 8.050
Pasta Monticello Vermicelli 500 G;$ 7.850
Pasta Visciano Fusilli 500 G;$ 8.700
Pasta Monticello Fusilli 500 G;$ 8.100
Pasta Buena Mesa Fideos 500 G;$ 3.550
Pasta Doria Fideo 250 G;$ 2.350
Pasta La Muñeca Cabello De Ángel 500 G;$ 4.250
Pasta La Muñeca Cabello Ángel Bolsa 250 G;$ 2.300
Pasta Doria Fideo 500 G;$ 4.400
Pasta Comarrico Fideo 250 G;$ 1.810
Pasta Comarrico Fideo 1 Kg;$ 6.990
Pasta Doria Cabello De Ángel 250 G;$ 2.350
Pasta Comarrico Fideo 454 G;$ 2.490
Huevos AA Santa Anita Rojos Puppy Dog Pals X12 Unds;$ 9.200
Huevoss AA Nápoles Rojos X15 Unds;$ 10.000
Huevos AA Santa Anita Rojos X12 Unds;$ 8.320
Huevos AA Olímpica Rojos X12 Unds;$ 8.360
Huevos AA Acondesa Rojos X12 Unds;$ 7.960
Huevos B Olimpica Rojos X6 Unds;$ 3.600
Huevos AA Kosher Rojos X30 Unds;$ 24.800
Huevos A Olimpica Rojos X18 Unds;$ 10.800
Huevos AA Acondesa Rojos/Blancos X15 Unds;$ 9.920
Huevos A/AA Santa Reyes Rojos X6 Unds;$ 6.040
Huevos B Santa Anita Amarrado Rojos X30 Unds;$ 14.950
Huevos Premium Olimpica Rojos Extra X12 Unds;$ 8.080
Huevos A Olimpica Rojos X6 Unds;$ 3.920
Huevos AA Acondesa Rojos X45 Unds;$ 23.840
Huevos AA Nápoles Rojos X30 Unds;$ 18.400
Huevos AA Santa Reyes Rojos X12 Unds;$ 8.960
Huevos AAA Nápoles Rojos X12 Unds;$ 8.560
Huevos A Olimpica Rojos X30 Unds;$ 15.600
Huevos AA Santa Anita Rojos X24 Unds;$ 13.440
Huevos Santa Reyes Gallina Feliz X18 Unds;$ 17.120
Huevos AAA Santa Anita Rojos Amarrado X30 Unds;$ 19.500
Huevos AAA Santa Reyes Gallina Feliz Rojos X32 Unds;$ 29.200
Huevos A Santa Anita Rojos X30 Unds;$ 16.900
Huevo A Olimpica Rojo X12 Unds;$ 7.120
Huevos AA Olimpica Rojos Extra X30 Unds;$ 17.520
Huevos AA Kikes Rojos X30 Unds;$ 17.520
Aceitunas Serpis Rellenas Con Chorizo 235 G;$ 13.300
ACEITUNA JOLCA RELL ALMEND LT 300g;$ 10.900
ACEITUNA MANZANILLA ALFRESCO 125 G;$ 3.100
ACEITUNA ALFRESCO RELL PIMENTON 320 G;$ 7.100
Jengibre En Conservas Sushi Gari 340 G;$ 20.100
Champiñones Kari Cortados Lata 425 G;$ 9.200
Aceituna Al'fresco Rellena 125 G;$ 4.400
Aceituna Al’fresco Rellenas De Almendras 320 G;$ 7.380
Aceituna La Coruña Moradas 1 Kg;$ 22.000
Maíz Kari Tierno 425 G;$ 7.100
Frijoles La Sierra Charros 560 G;$ 12.250
Frijoles San Jorge Con Tocino 580 G;$ 10.700
ACEITUNA KARINA ALIÑO MOJO PICON 870 G;$ 37.900
GUINDANILLAS KARINA 320 G;$ 17.300
ACEITUNA KARINA RELL C/AJO 350g;$ 34.700
ACEITUNA KARINA RELL C/ALMEND 350g;$ 35.500
ACEITUNA O 125 G;$ 4.890
Aceituna Karina Aliñada De La Abuela 870 G;$ 40.050
FRUTA KARI LICHEES LATA 565g;$ 15.700
Aceituna La Coruña Manzana 500 G;$ 10.250
Pure De Tomate Hunt's 305 G;$ 16.800
Alcaparras Al'fresco En Vinagre125 G;$ 4.300
Aceitunas Al'fresco Rellenas 500 G;$ 12.150
Encurtidos Agridulces La Coruña 500 G;$ 12.300
Frijoles Negros La Sierra Refritos 430 G;$ 12.650
Garbanzos Al'fresco 500 G;$ 7.500
Chile Chipotles Clemente Jacques Adobados 220 G;$ 13.850
Chile Con Carne Azteca En Lata 300 G;$ 9.100
Cebollitas Blancas La Coruña Vinagre 250 G;$ 5.600
Aceitunas La Coruña Manzanilla 250 G;$ 5.800
Alcaparras La Coruña Non Pareill 250 G;$ 13.500
Cebollitas Rojas La Coruña En Vinagre 250 G;$ 5.700
Alcaparras La Coruña Non Pareill 125 G;$ 8.500
Encurtidos La Coruña En Vinagre 500 G;$ 10.300
Chipotle Clemente Jacques Adobados Dulces Molidos 220 G;$ 15.800
Aceitunas La Coruña Rellenas Con Pimentón 500 G;$ 14.500
Champiñones La Coruña Tajados 250 G;$ 9.800
Frijoles Refritos Azteca En Lata 300 G;$ 7.550
Alcaparras La Coruña En Vinagre 125 G;$ 4.600
Aceitunas Al'fresco Negras 250 G;$ 6.700
Aceitunas Al'fresco Deshuesadas 250 G;$ 6.400
Arvejas La Coruña Natural 600 G;$ 6.100
Antipasto La Coruña 360 G;$ 14.000
Aceituna La Coruña Rellena Pimentón 125 G;$ 4.500
Aceituna Al'fresco Manzana 500 G;$ 8.250
Aceitunas La Coruña Deshuesadas 125 G;$ 3.900
Alcaparra La Coruña Vinagre 500 G;$ 12.900
Aceituna Al'fresco Negra 1 Kg;$ 21.450
